"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","warning","This argument to a file access function is derived from [[""user input (argv)""|""relative:///profiles/cups/main.c:745:18:745:21""]] and then passed to open(__path)","/profiles/cups/main.c","745","18","745","24"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","warning","This argument to a file access function is derived from [[""user input (read)""|""relative:///src/rfkill.c:72:17:72:22""]] and then passed to open(__path)","/src/rfkill.c","99","12","99","18"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","warning","This argument to a file access function is derived from [[""user input (argv)""|""relative:///tools/bcmfw.c:149:16:149:19""]] and then passed to analyze_file(pathname), which calls open(__path)","/tools/bcmfw.c","149","16","149","22"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","warning","This argument to a file access function is derived from [[""user input (argv)""|""relative:///tools/btsnoop.c:566:45:566:48""]] and then passed to open_btsnoop(path), which calls open(__path)","/tools/btsnoop.c","138","21","138","27"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","warning","This argument to a file access function is derived from [[""user input (argv)""|""relative:///tools/hex2hcd.c:416:34:416:37""]] and then passed to ver_parse_entry(pathname), which calls open(__path)","/tools/hex2hcd.c","347","20","347","26"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","warning","This argument to a file access function is derived from [[""user input (argv)""|""relative:///tools/nokfw.c:232:16:232:19""]] and then passed to analyze_file(pathname), which calls open(__path)","/tools/nokfw.c","232","16","232","22"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","warning","This argument to a file access function is derived from [[""user input (argv)""|""relative:///tools/rtlfw.c:177:16:177:19""]] and then passed to analyze_file(pathname), which calls open(__path)","/tools/rtlfw.c","177","16","177","22"
"Uncontrolled data used in OS command","Using user-supplied data in an OS command, without neutralizing special elements, can make code vulnerable to command injection.","error","This argument to an OS command is derived from [[""user input (getenv)""|""relative:///monitor/display.c:109:10:109:15""]] and then passed to execl","/monitor/display.c","148","33","148","37"
"Uncontrolled process operation","Using externally controlled strings in a process operation can allow an attacker to execute malicious commands.","warning","The value of this argument may come from [[""call to getenv""|""relative:///monitor/display.c:109:10:109:15""]] and is being passed to execlp","/monitor/display.c","147","11","147","15"
"Unbounded write","Buffer write operations that do not control the length of data written may overflow.","error","This 'call to sprintf' with input from [[""... + ...""|""relative:///monitor/control.c:1351:23:1351:46""]] may overflow the destination.
This 'call to sprintf' with input from [[""... + ...""|""relative:///monitor/control.c:1094:23:1094:46""]] may overflow the destination.
This 'call to sprintf' with input from [[""data""|""relative:///src/shared/btsnoop.c:556:26:556:29""]] may overflow the destination.
This 'call to sprintf' with input from [[""data""|""relative:///src/shared/btsnoop.c:445:26:445:29""]] may overflow the destination.","/monitor/packet.c","11227","2","11227","8"
"Unbounded write","Buffer write operations that do not control the length of data written may overflow.","error","This 'call to sprintf' with input from [[""... + ...""|""relative:///monitor/control.c:1351:23:1351:46""]] may overflow the destination.
This 'call to sprintf' with input from [[""... + ...""|""relative:///monitor/control.c:1094:23:1094:46""]] may overflow the destination.
This 'call to sprintf' with input from [[""data""|""relative:///src/shared/btsnoop.c:556:26:556:29""]] may overflow the destination.
This 'call to sprintf' with input from [[""data""|""relative:///src/shared/btsnoop.c:445:26:445:29""]] may overflow the destination.","/monitor/packet.c","309","7","309","13"
